Date,Name,Year,Letterboxd URI,Rating
2025-12-29,Full Metal Jacket,1987,https://boxd.it/2a1Q,4
2025-12-31,Bugonia,2025,https://boxd.it/qeWY,4
2026-01-01,28 Years Later,2025,https://boxd.it/FEGM,3.5
2026-01-01,Bāhubali: The Epic,2025,https://boxd.it/WdFc,4
2026-01-01,Mirage,2025,https://boxd.it/S2B6,2.5
2026-01-04,Identity,2003,https://boxd.it/26e2,3.5
2026-01-07,Pather Panchali,1955,https://boxd.it/22yC,4
2026-01-10,The Usual Suspects,1995,https://boxd.it/29XE,4.5
2026-01-12,Pacific Rim,2013,https://boxd.it/2cB2,3.5
2026-01-16,The Nice Guys,2016,https://boxd.it/94Hg,4
2026-01-18,Mississippi Grind,2015,https://boxd.it/9UfI,3
2026-01-22,Law Abiding Citizen,2009,https://boxd.it/1A2I,3.5
2026-01-23,Kennedy,2023,https://boxd.it/G56G,4
2026-01-26,No Other Choice,2025,https://boxd.it/nKiA,4.5
2026-01-28,Marty Supreme,2025,https://boxd.it/Off0,4.5
2026-01-31,The Equalizer,2014,https://boxd.it/4TUK,3.5
2026-02-14,Roofman,2025,https://boxd.it/LcIW,3.5
2026-02-16,Tekkonkinkreet,2006,https://boxd.it/1Pui,4
2026-02-18,28 Years Later: The Bone Temple,2026,https://boxd.it/MwlA,3.5
2026-02-20,100 METERS,2025,https://boxd.it/NpbA,4.5
2026-03-01,Memoir of a Murderer,2017,https://boxd.it/flU4,4
2026-03-08,Mahaan,2022,https://boxd.it/uhxK,4
2026-03-12,The Terminator,1984,https://boxd.it/2aQY,3
2026-03-13,The Interview,2014,https://boxd.it/6KQ4,3.5
2026-03-15,Eko,2025,https://boxd.it/EuuY,3.5
2026-03-15,Hard Boiled,1992,https://boxd.it/1T6a,3
2026-03-18,Jin-Roh: The Wolf Brigade,1999,https://boxd.it/29wS,3.5
2026-03-19,Novocaine,2025,https://boxd.it/JmdA,3
2026-03-20,Midnight,2021,https://boxd.it/nhSO,3.5
2026-03-21,Dhurandhar The Revenge,2026,https://boxd.it/Z0Uu,4.5
2026-03-21,Dhurandhar,2025,https://boxd.it/NhCI,4
2026-03-28,Battle Royale,2000,https://boxd.it/25zS,2.5
2026-03-29,Sherlock Holmes,2009,https://boxd.it/1W2A,4
2026-03-31,Sisu,2022,https://boxd.it/vHpu,3
